timestamp,open,high,low,close,volume
2025-06-04 09:30:00,1432.7,1433.0,1430.1,1431.0,6945053
2025-06-04 09:45:00,1430.9,1431.8,1430.0,1431.1,8025136
2025-06-05 03:45:00,1430.9,1438.3,1428.1,1438.2,756333
2025-06-05 04:00:00,1438.3,1441.0,1436.7,1439.9,1071558
2025-06-05 04:15:00,1440.0,1440.0,1437.4,1438.2,1268372
2025-06-05 04:30:00,1438.5,1438.6,1435.5,1437.0,1403767
2025-06-05 04:45:00,1436.9,1440.5,1436.1,1439.2,1696570
2025-06-05 05:00:00,1439.1,1440.9,1438.2,1440.4,1955275
2025-06-05 05:15:00,1440.5,1441.3,1439.6,1441.1,2190072
2025-06-05 05:30:00,1441.0,1443.7,1440.9,1443.7,2492405
2025-06-05 05:45:00,1443.8,1448.0,1443.2,1443.8,3244962
2025-06-05 06:00:00,1444.0,1445.1,1442.5,1443.3,3578322
2025-06-05 06:15:00,1443.4,1446.8,1443.2,1445.9,3950100
2025-06-05 06:30:00,1446.0,1456.3,1445.9,1456.1,4459359
2025-06-05 06:45:00,1456.3,1459.0,1450.3,1451.5,4766854
2025-06-05 07:00:00,1451.6,1453.6,1450.7,1452.1,4868160
2025-06-05 07:15:00,1452.5,1454.6,1450.9,1452.1,5075392
2025-06-05 07:30:00,1452.4,1453.0,1450.0,1450.2,5207487
2025-06-05 07:45:00,1450.3,1452.0,1449.8,1451.1,5367002
2025-06-05 08:00:00,1450.9,1452.0,1449.0,1450.2,5564815
2025-06-05 08:15:00,1450.1,1452.0,1450.0,1451.5,5668928
2025-06-05 08:30:00,1451.4,1451.6,1449.2,1450.0,5972642
2025-06-05 08:45:00,1450.3,1454.7,1450.0,1452.2,6393799
2025-06-05 09:00:00,1452.0,1455.0,1450.8,1454.2,7601395
2025-06-05 09:15:00,1454.0,1455.9,1452.9,1452.9,8560441
2025-06-05 09:30:00,1453.0,1456.2,1450.7,1455.0,10097686
2025-06-05 09:45:00,1454.9,1456.3,1454.1,1456.3,11385166
2025-06-06 03:45:00,1448.6,1451.1,1446.7,1446.9,401366
2025-06-06 04:00:00,1446.6,1446.6,1444.8,1445.0,582605
2025-06-06 04:15:00,1444.9,1446.5,1444.6,1446.5,930172
2025-06-06 04:30:00,1446.3,1454.3,1444.6,1447.6,1522508
2025-06-06 04:45:00,1447.5,1454.2,1442.3,1454.0,2525846
2025-06-06 05:00:00,1454.2,1460.5,1453.0,1457.0,3714476
2025-06-06 05:15:00,1456.6,1459.9,1453.4,1455.1,4650409
2025-06-06 05:30:00,1455.6,1459.2,1454.0,1456.7,5178615
2025-06-06 05:45:00,1456.8,1457.9,1454.4,1455.9,5725982
2025-06-06 06:00:00,1456.0,1460.8,1455.6,1460.2,6031350
2025-06-06 06:15:00,1459.6,1461.0,1458.5,1461.0,6462095
2025-06-06 06:30:00,1460.8,1461.4,1459.2,1460.6,6767959
2025-06-06 06:45:00,1461.0,1461.3,1457.0,1458.0,7122516
2025-06-06 07:00:00,1457.7,1459.5,1456.5,1457.4,7451863
2025-06-06 07:15:00,1457.8,1458.6,1456.4,1457.3,7788584
2025-06-06 07:30:00,1457.0,1457.6,1452.6,1452.6,8128261
2025-06-06 07:45:00,1452.7,1454.6,1452.3,1454.6,8368648
2025-06-06 08:00:00,1454.5,1458.6,1454.0,1456.4,8594315
2025-06-06 08:15:00,1456.5,1458.4,1455.5,1457.2,8817472
2025-06-06 08:30:00,1457.1,1458.8,1456.0,1458.8,9265224
2025-06-06 08:45:00,1458.7,1460.5,1458.0,1459.8,9548272
2025-06-06 09:00:00,1459.9,1460.0,1457.0,1459.3,9819550
2025-06-06 09:15:00,1459.5,1460.3,1458.0,1459.9,10082413
2025-06-06 09:30:00,1460.1,1460.2,1458.8,1459.5,10786428
2025-06-06 09:45:00,1459.4,1460.8,1457.5,1460.0,11580932
2025-06-09 03:45:00,1465.0,1465.2,1452.6,1452.6,735970
2025-06-09 04:00:00,1452.1,1452.5,1448.5,1449.1,1040979
2025-06-09 04:15:00,1449.0,1449.9,1443.9,1446.5,1726732
2025-06-09 04:30:00,1446.3,1449.7,1446.0,1448.4,1918296
2025-06-09 04:45:00,1448.9,1449.5,1447.7,1448.1,2058287
2025-06-09 05:00:00,1448.3,1448.6,1447.0,1447.2,2178379
2025-06-09 05:15:00,1447.5,1449.0,1445.5,1446.5,3262067
2025-06-09 05:30:00,1446.7,1447.7,1442.8,1442.9,3480964
2025-06-09 05:45:00,1442.7,1443.4,1439.7,1440.2,4098133
2025-06-09 06:00:00,1440.5,1441.7,1440.0,1440.9,4379072
2025-06-09 06:15:00,1441.1,1441.1,1439.1,1439.2,4724407
2025-06-09 06:30:00,1439.6,1441.8,1438.8,1441.4,5073016
2025-06-09 06:45:00,1441.5,1442.5,1440.5,1441.4,5547882
2025-06-09 07:00:00,1441.3,1441.8,1440.3,1440.8,5771608
2025-06-09 07:15:00,1440.7,1441.3,1438.3,1440.9,6129232
