timestamp,open,high,low,close,volume
2025-06-04 09:30:00,1632.0,1632.9,1624.0,1625.6,1324621
2025-06-04 09:45:00,1625.4,1627.4,1622.7,1625.4,1659671
2025-06-05 03:45:00,1634.9,1636.9,1624.6,1635.2,98849
2025-06-05 04:00:00,1635.6,1636.5,1632.2,1635.9,185129
2025-06-05 04:15:00,1635.8,1639.2,1633.3,1635.4,215613
2025-06-05 04:30:00,1635.8,1636.5,1632.7,1634.0,233322
2025-06-05 04:45:00,1633.9,1635.0,1632.3,1633.7,246907
2025-06-05 05:00:00,1633.9,1636.5,1631.7,1635.8,272987
2025-06-05 05:15:00,1635.0,1635.9,1633.0,1635.2,286206
2025-06-05 05:30:00,1634.8,1636.9,1631.7,1636.5,300370
2025-06-05 05:45:00,1636.8,1639.7,1635.1,1636.0,322384
2025-06-05 06:00:00,1636.1,1636.7,1633.6,1634.5,335870
2025-06-05 06:15:00,1634.4,1637.8,1632.1,1637.7,356115
2025-06-05 06:30:00,1637.8,1653.3,1637.7,1650.9,448025
2025-06-05 06:45:00,1651.0,1653.9,1641.5,1643.5,511409
2025-06-05 07:00:00,1644.0,1645.2,1641.0,1641.8,541214
2025-06-05 07:15:00,1641.9,1643.5,1637.0,1637.6,571218
2025-06-05 07:30:00,1637.7,1642.5,1636.7,1637.4,595418
2025-06-05 07:45:00,1637.7,1637.9,1635.0,1635.7,613092
2025-06-05 08:00:00,1635.0,1635.0,1628.2,1631.1,674121
2025-06-05 08:15:00,1631.2,1633.5,1630.0,1630.4,696425
2025-06-05 08:30:00,1630.7,1631.5,1626.0,1628.2,749364
2025-06-05 08:45:00,1628.1,1630.9,1626.0,1629.1,799248
2025-06-05 09:00:00,1629.2,1633.1,1627.5,1630.7,851491
2025-06-05 09:15:00,1630.5,1633.0,1628.9,1629.4,909188
2025-06-05 09:30:00,1629.6,1633.7,1628.2,1632.2,1188825
2025-06-05 09:45:00,1632.3,1635.9,1631.0,1632.3,1409261
2025-06-06 03:45:00,1631.2,1634.8,1626.0,1630.1,49935
2025-06-06 04:00:00,1629.7,1629.7,1622.1,1625.0,89679
2025-06-06 04:15:00,1623.4,1630.0,1623.4,1629.9,106575
2025-06-06 04:30:00,1629.7,1633.3,1626.0,1629.6,129686
2025-06-06 04:45:00,1629.7,1631.9,1627.0,1627.7,153863
2025-06-06 05:00:00,1628.0,1629.4,1624.1,1628.1,171619
2025-06-06 05:15:00,1628.0,1633.3,1626.8,1631.9,194839
2025-06-06 05:30:00,1632.2,1634.8,1630.1,1631.5,350252
2025-06-06 05:45:00,1631.4,1631.4,1624.8,1628.0,430482
2025-06-06 06:00:00,1628.1,1634.6,1626.7,1633.9,482956
2025-06-06 06:15:00,1634.1,1637.0,1632.0,1635.7,503271
2025-06-06 06:30:00,1635.8,1636.0,1633.0,1633.2,523494
2025-06-06 06:45:00,1633.1,1635.8,1631.5,1635.1,571434
2025-06-06 07:00:00,1635.0,1635.1,1631.7,1634.2,599133
2025-06-06 07:15:00,1633.8,1635.5,1632.4,1632.6,730449
2025-06-06 07:30:00,1633.1,1635.2,1631.7,1632.1,776960
2025-06-06 07:45:00,1632.0,1633.7,1631.7,1632.9,790351
2025-06-06 08:00:00,1632.8,1634.8,1631.7,1632.9,803818
2025-06-06 08:15:00,1632.7,1634.4,1632.1,1633.8,816379
2025-06-06 08:30:00,1633.9,1635.7,1632.3,1633.7,868466
2025-06-06 08:45:00,1634.1,1638.2,1633.7,1638.0,898969
2025-06-06 09:00:00,1638.1,1638.1,1634.5,1635.0,953827
2025-06-06 09:15:00,1634.6,1635.9,1634.0,1635.3,976083
2025-06-06 09:30:00,1635.6,1638.9,1635.1,1638.2,1110351
2025-06-06 09:45:00,1638.1,1639.5,1635.0,1638.0,1261265
2025-06-09 03:45:00,1648.0,1654.9,1642.7,1652.4,79056
2025-06-09 04:00:00,1652.2,1656.9,1650.1,1656.1,160207
2025-06-09 04:15:00,1655.7,1655.9,1650.2,1652.0,205772
2025-06-09 04:30:00,1651.8,1655.3,1651.3,1653.8,236149
2025-06-09 04:45:00,1653.7,1654.0,1649.2,1650.2,265662
2025-06-09 05:00:00,1649.9,1652.8,1648.4,1652.7,320272
2025-06-09 05:15:00,1653.0,1656.5,1650.2,1653.9,481626
2025-06-09 05:30:00,1653.8,1657.4,1651.6,1651.7,631422
2025-06-09 05:45:00,1651.3,1653.8,1649.1,1650.6,695950
2025-06-09 06:00:00,1650.5,1651.9,1649.1,1649.7,728236
2025-06-09 06:15:00,1649.6,1650.5,1647.2,1647.4,764228
2025-06-09 06:30:00,1647.6,1647.8,1643.6,1645.5,801676
2025-06-09 06:45:00,1645.3,1646.6,1644.6,1645.8,828751
2025-06-09 07:00:00,1645.7,1649.0,1645.1,1648.3,860705
2025-06-09 07:15:00,1648.1,1649.3,1645.9,1646.3,884495
2025-06-09 07:30:00,1646.2,1648.6,1645.6,1647.4,904981
2025-06-09 07:45:00,1647.9,1648.5,1645.6,1647.0,925249
2025-06-09 08:00:00,1646.9,1647.3,1644.7,1645.1,948107
2025-06-09 08:15:00,1645.0,1645.9,1644.8,1645.3,977419
2025-06-09 08:30:00,1645.4,1646.4,1644.2,1644.7,1003176
2025-06-09 08:45:00,1644.8,1647.5,1644.2,1645.4,1032950
2025-06-09 09:00:00,1645.5,1649.6,1645.5,1647.2,1085516
2025-06-09 09:15:00,1647.3,1648.6,1646.8,1647.4,1106435
2025-06-09 09:30:00,1647.1,1647.9,1645.9,1647.5,1170266
2025-06-09 09:45:00,1647.6,1651.0,1646.9,1648.5,1299564
2025-06-10 03:45:00,1653.3,1667.0,1649.4,1660.8,228117
