timestamp,open,high,low,close,volume
2025-01-05 18:30:00,750.0,759.99,731.675,734.935,1905976
2025-01-06 18:30:00,735.495,744.69,730.145,735.395,1042538
2025-01-07 18:30:00,736.185,738.845,725.67,735.54,844466
2025-01-08 18:30:00,733.845,735.54,723.6,727.745,668141
2025-01-09 18:30:00,727.745,736.705,724.505,728.805,808963
2025-01-12 18:30:00,724.0,725.51,713.4,715.095,664274
2025-01-13 18:30:00,723.0,738.8,719.115,733.5,998011
2025-01-14 18:30:00,734.05,735.0,710.52,717.74,681750
2025-01-15 18:30:00,720.0,728.9,719.405,725.975,860849
2025-01-16 18:30:00,722.1,728.495,715.63,718.21,665274
2025-01-19 18:30:00,718.21,747.0,718.21,744.01,1067971
2025-01-20 18:30:00,745.0,748.5,727.76,729.165,1003206
2025-01-21 18:30:00,733.9,742.025,726.035,739.715,727368
2025-01-22 18:30:00,734.1,752.4,732.5,744.325,1030295
2025-01-23 18:30:00,744.325,750.5,733.83,743.86,679687
2025-01-26 18:30:00,738.01,747.45,726.0,729.545,692810
2025-01-27 18:30:00,739.0,770.68,734.5,760.66,2478933
2025-01-28 18:30:00,765.725,778.7,756.895,775.965,1514920
2025-01-29 18:30:00,785.0,825.065,785.0,790.165,5648883
2025-01-30 18:30:00,792.5,798.065,779.1,788.51,1833546
2025-01-31 18:30:00,788.0,810.995,778.44,800.01,1615378
2025-02-02 18:30:00,792.22,843.93,792.105,842.58,4336926
2025-02-03 18:30:00,842.5,849.0,830.3,847.535,1966300
2025-02-04 18:30:00,850.0,858.87,844.55,850.945,1867493
2025-02-05 18:30:00,853.425,866.28,846.2,850.73,1709473
2025-02-06 18:30:00,858.5,858.5,838.39,847.425,966540
2025-02-09 18:30:00,847.88,848.8,822.0,828.68,1243838
2025-02-10 18:30:00,829.9,835.51,813.935,819.12,963059
2025-02-11 18:30:00,814.965,828.4,802.5,821.405,1483731
2025-02-12 18:30:00,819.705,849.8,819.705,840.9,1800313
2025-02-13 18:30:00,840.855,845.56,828.2,839.23,863315
2025-02-16 18:30:00,822.025,848.8,822.025,842.66,862799
2025-02-17 18:30:00,843.0,848.0,836.07,846.59,868977
2025-02-18 18:30:00,845.915,852.9,840.0,843.945,896198
2025-02-19 18:30:00,835.585,845.56,834.565,839.945,790070
2025-02-20 18:30:00,836.0,842.03,828.8,839.67,608647
2025-02-23 18:30:00,832.8,839.9,831.105,835.495,355260
2025-02-24 18:30:00,835.495,852.665,833.805,848.88,1098541
2025-02-26 18:30:00,854.26,873.9,854.26,870.54,1838283
2025-02-27 18:30:00,866.5,867.0,851.005,853.03,1754580
2025-03-02 18:30:00,853.6,865.08,843.81,862.785,874996
2025-03-03 18:30:00,852.22,861.93,851.365,858.595,765506
2025-03-04 18:30:00,845.5,850.0,822.1,829.87,1630092
2025-03-05 18:30:00,836.5,845.98,827.555,841.085,881422
2025-03-06 18:30:00,840.99,847.0,836.645,840.45,472946
2025-03-09 18:30:00,843.775,863.79,832.605,834.26,1016453
2025-03-10 18:30:00,830.5,837.5,821.125,834.045,813567
2025-03-11 18:30:00,834.11,852.45,827.255,848.445,2088223
2025-03-12 18:30:00,850.0,856.0,839.3,842.045,1217351
2025-03-16 18:30:00,839.92,862.995,838.6,858.035,1102085
2025-03-17 18:30:00,861.5,869.9,849.48,868.25,1103110
2025-03-18 18:30:00,870.0,887.9,868.26,873.16,1289820
2025-03-19 18:30:00,872.5,876.805,854.115,867.965,792433
2025-03-20 18:30:00,903.995,908.9,883.1,891.61,2744801
2025-03-23 18:30:00,909.595,911.5,892.7,909.005,1433217
2025-03-24 18:30:00,912.5,926.005,897.705,906.725,1748260
2025-03-25 18:30:00,910.205,912.69,884.995,886.605,886211
2025-03-26 18:30:00,886.1,905.54,882.225,900.385,2092044
2025-03-27 18:30:00,899.76,902.89,886.1,894.56,977099
2025-03-31 18:30:00,878.33,892.5,867.1,869.82,1183424
2025-04-01 18:30:00,873.0,875.985,861.2,866.925,646495
2025-04-02 18:30:00,865.0,876.5,846.02,859.46,1396633
2025-04-03 18:30:00,865.6,879.7,858.38,871.885,1849658
2025-04-06 18:30:00,834.0,860.05,830.715,856.8,1398124
